Restaurant ID,Restaurant Name,City,Longitude,Latitude,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Is delivering now,Price range,Aggregate rating,Rating color,Rating text,Votes,Country
16599818,Silver Sushi,Perth,115.8806421608,-32.0563860108,Japanese,45.0,True,False,True,Moderate,4.2,green,Very Good,426,Australia
16596754,Yuki Japanese Restaurant,Perth,115.9024176747,-32.0562723486,Japanese,60.0,True,False,True,Expensive,4.3,green,Very Good,539,Australia
17015825,Sabrina's Cafe,Philadelphia,-75.1583111111,39.9390194444,Cafe,25.0,True,False,True,Cheap,4.8,darkgreen,Excellent,361,United States of America
17020662,Brauhaus Schmitz,Philadelphia,-75.1545555556,39.9422805556,German,75.0,True,False,True,Expensive,4.4,green,Very Good,145,United States of America
17017618,Dim Sum Garden,Philadelphia,-75.15786,39.95332,Chinese,35.0,True,False,True,Moderate,4.2,green,Very Good,104,United States of America
17014902,Penang,Philadelphia,-75.1563111111,39.9540444444,Malaysian,40.0,True,False,True,Moderate,4.3,green,Very Good,129,United States of America
17015949,Sang Kee Peking Duck House,Philadelphia,-75.1540972222,39.9563972222,Chinese,35.0,True,False,True,Moderate,4.3,green,Very Good,140,United States of America
17014641,Osteria,Philadelphia,-75.1610944444,39.9648333333,Italian,85.0,True,False,True,Expensive,4.1,green,Very Good,187,United States of America
17015826,Sabrina's Café,Philadelphia,-75.1686083333,39.960425,Cafe,40.0,True,False,True,Moderate,4.7,darkgreen,Excellent,235,United States of America
17012312,Honey's Sit 'n Eat,Philadelphia,-75.1445166667,39.9638333333,Diner,10.0,True,False,True,Cheap,4.7,darkgreen,Excellent,393,United States of America
17014147,North Third,Philadelphia,-75.1428972222,39.9634277778,New American,60.0,True,False,True,Moderate,4.5,darkgreen,Excellent,172,United States of America
17016328,Standard Tap,Philadelphia,-75.1406388889,39.9640888889,American,70.0,True,False,True,Expensive,4.4,green,Very Good,211,United States of America
17009062,Amada,Philadelphia,-75.1449138889,39.9483861111,Spanish,25.0,True,False,True,Cheap,4.6,darkgreen,Excellent,476,United States of America
17011622,Franklin Fountain,Philadelphia,-75.1429138889,39.9496777778,Ice Cream,25.0,True,False,True,Cheap,4.5,darkgreen,Excellent,247,United States of America
17009835,Buddakan,Philadelphia,-75.1471667,39.9489186,Asian,110.0,True,False,True,Gourmet,4.4,green,Very Good,617,United States of America
17010502,City Tavern Restaurant,Philadelphia,-75.14431,39.94774,American,70.0,True,False,True,Expensive,4.0,green,Very Good,145,United States of America
17010785,Cuba Libre,Philadelphia,-75.1437222222,39.9494638889,Cuban,40.0,True,False,True,Moderate,4.2,green,Very Good,321,United States of America
17011362,Eulogy Belgian Tavern,Philadelphia,-75.14335,39.94819,Belgian,55.0,True,False,True,Moderate,4.2,green,Very Good,157,United States of America
17011421,Farmicia,Philadelphia,-75.1457138889,39.9497083333,American,70.0,True,False,True,Expensive,4.1,green,Very Good,138,United States of America
17011557,Fork,Philadelphia,-75.1460944444,39.9500416667,American,120.0,True,False,True,Gourmet,4.1,green,Very Good,213,United States of America
17010615,The Continental Restaurant and Martini Bar,Philadelphia,-75.1436231285,39.9496927497,American,40.0,True,False,True,Moderate,4.3,green,Very Good,252,United States of America
17017606,Zahav,Philadelphia,-75.1449444444,39.946225,Middle Eastern,120.0,True,False,True,Gourmet,4.3,green,Very Good,212,United States of America
17011799,Geno's Steaks,Philadelphia,-75.1590055556,39.9336472222,Sandwich,25.0,True,False,True,Cheap,3.7,lightgreen,Good,527,United States of America
17014836,Pat's King of Steaks,Philadelphia,-75.15888,39.9335,Sandwich,25.0,True,False,True,Cheap,4.2,green,Very Good,857,United States of America
17012655,Jim's Steaks,Philadelphia,-75.14943,39.94148,Sandwich,25.0,True,False,True,Cheap,4.6,darkgreen,Excellent,514,United States of America
17013433,Lorenzo & Son Pizza,Philadelphia,-75.1478888889,39.9415277778,Pizza,15.0,True,False,True,Cheap,4.1,green,Very Good,90,United States of America
17020383,Tommy DiNic's Pork & Beef,Philadelphia,-75.158759,39.953823,Sandwich,10.0,True,False,True,Cheap,4.4,green,Very Good,234,United States of America
17009051,Alma de Cuba,Philadelphia,-75.1685,39.95011,Cuban,70.0,True,False,True,Expensive,4.5,darkgreen,Excellent,415,United States of America
17010016,Capogiro Gelato,Philadelphia,-75.17364,39.95092,Desserts,20.0,True,False,True,Cheap,4.5,darkgreen,Excellent,184,United States of America
17013120,La Viola,Philadelphia,-75.1679833333,39.9477472222,Italian,25.0,True,False,True,Cheap,4.5,darkgreen,Excellent,168,United States of America
17014029,Monk's Cafe,Philadelphia,-75.1679,39.9476666667,Belgian,25.0,True,False,True,Cheap,4.8,darkgreen,Excellent,494,United States of America
17017688,Parc,Philadelphia,-75.1707273,39.9491724,French,100.0,True,False,True,Gourmet,4.6,darkgreen,Excellent,432,United States of America
17009403,Barclay Prime,Philadelphia,-75.1708743,39.9487096,Steak,120.0,True,False,True,Gourmet,4.3,green,Very Good,126,United States of America
17017797,Butcher and Singer,Philadelphia,-75.1661758,39.9493338,Steak,120.0,True,False,True,Gourmet,4.2,green,Very Good,125,United States of America
17010968,Devil's Alley,Philadelphia,-75.17221,39.9521,American,25.0,True,False,True,Cheap,4.2,green,Very Good,158,United States of America
17010970,Devon Seafood Grill,Philadelphia,-75.1707,39.94923,Seafood,100.0,True,False,True,Gourmet,4.4,green,Very Good,239,United States of America
17011982,Good Dog Bar,Philadelphia,-75.16631,39.94878,Burger,25.0,True,False,True,Cheap,4.3,green,Very Good,201,United States of America
17020667,Max Brenner - Philadelphia,Philadelphia,-75.16635,39.94913,American,55.0,True,False,True,Moderate,4.0,green,Very Good,127,United States of America
17015954,Oyster House,Philadelphia,-75.16657,39.95026,Seafood,40.0,True,False,True,Moderate,4.1,green,Very Good,117,United States of America
17020559,Pietro's Coal Oven Pizzeria,Philadelphia,-75.1700025,39.9497411,Pizza,50.0,True,False,True,Moderate,4.3,green,Very Good,160,United States of America
17010619,The Continental Mid-town,Philadelphia,-75.1704606414,39.9518630389,European,55.0,True,False,True,Moderate,4.4,green,Very Good,342,United States of America
17021609,The Dandelion,Philadelphia,-75.1706892997,39.9510385222,British,75.0,True,False,True,Expensive,4.3,green,Very Good,201,United States of America
17016808,Tinto,Philadelphia,-75.1735,39.9514611111,Spanish,70.0,True,False,True,Expensive,4.3,green,Very Good,193,United States of America
17016962,Tria,Philadelphia,-75.17027,39.95096,American,40.0,True,False,True,Moderate,4.2,green,Very Good,142,United States of America
17020821,Village Whiskey,Philadelphia,-75.17379,39.95147,Burger,50.0,True,False,True,Moderate,4.4,green,Very Good,231,United States of America
17010857,Dalessandro's Steaks,Philadelphia,-75.20596,40.02952,Sandwich,25.0,True,False,True,Cheap,4.9,darkgreen,Excellent,287,United States of America
17022077,The Couch Tomato Bistro,Philadelphia,-75.22111,40.0249,American,40.0,True,False,True,Moderate,4.5,darkgreen,Excellent,403,United States of America
17010682,The Couch Tomato Cafe,Philadelphia,-75.22111,40.0249,Cafe,25.0,True,False,True,Cheap,4.6,darkgreen,Excellent,423,United States of America
17010259,Chickie's & Pete's South Philadelphia,Philadelphia,-75.17515,39.91161,Bar Food,50.0,True,False,True,Moderate,4.2,green,Very Good,333,United States of America
17021194,Bobby's Burger Palace,Philadelphia,-75.2008527778,39.9539666667,Burger,20.0,True,False,True,Cheap,4.2,green,Very Good,139,United States of America
17017685,Distrito,Philadelphia,-75.2021638889,39.9559361111,Mexican,50.0,True,False,True,Moderate,4.3,green,Very Good,229,United States of America
17015228,Pod,Philadelphia,-75.19464,39.95381,Japanese,70.0,True,False,True,Expensive,4.2,green,Very Good,320,United States of America
17017344,White Dog Cafe,Philadelphia,-75.1929486,39.9535481,American,85.0,True,False,True,Expensive,4.1,green,Very Good,242,United States of America
17011297,El Vez,Philadelphia,-75.1617702842,39.9497020026,Mexican,70.0,True,False,True,Expensive,4.5,darkgreen,Excellent,525,United States of America
17021428,Barbuzzo,Philadelphia,-75.161775,39.9499333333,Mediterranean,25.0,True,False,True,Cheap,4.2,green,Very Good,162,United States of America
17022416,Green Eggs Cafe,Philadelphia,-75.1623654,39.9480317,American,45.0,True,False,True,Moderate,4.0,green,Very Good,82,United States of America
17012755,Jones,Philadelphia,-75.15379,39.94938,American,60.0,True,False,True,Moderate,4.4,green,Very Good,295,United States of America
17013990,Mixto,Philadelphia,-75.1611,39.94522,Cuban,40.0,True,False,True,Moderate,4.4,green,Very Good,200,United States of America
17014054,Morimoto,Philadelphia,-75.1532407288,39.9498359438,Sushi,110.0,True,False,True,Gourmet,4.4,green,Very Good,534,United States of America
17010014,The Capital Grille,Philadelphia,-75.16375,39.95071,American,120.0,True,False,True,Gourmet,4.1,green,Very Good,152,United States of America
17013820,McMenamin's Tavern,Philadelphia,-75.1906583333,40.0597638889,American,40.0,True,False,True,Moderate,4.5,darkgreen,Excellent,66,United States of America
17016863,Tony Luke's,Philadelphia,-75.1488277778,39.9141305556,Fast Food,25.0,True,False,True,Cheap,4.7,darkgreen,Excellent,536,United States of America
17028076,Nello's Pizza,Phoenix,-111.982886,33.330861,Italian,25.0,True,False,True,Moderate,4.5,darkgreen,Excellent,144,United States of America
17031909,Pomegranate Cafe,Phoenix,-111.996392,33.304959,Desserts,25.0,True,False,True,Moderate,4.5,darkgreen,Excellent,113,United States of America
17029477,Sushi Ken,Phoenix,-111.99253,33.305437,Japanese,25.0,True,False,True,Moderate,4.5,darkgreen,Excellent,134,United States of America
17025618,Caffe Boa,Phoenix,-111.976629,33.34877,Italian,25.0,True,False,True,Moderate,3.7,lightgreen,Good,130,United States of America
17028994,Rustler's Rooste,Phoenix,-111.973354,33.370537,American,25.0,True,False,True,Moderate,3.7,lightgreen,Good,128,United States of America
17031611,Hillside Spot,Phoenix,-111.98183,33.330827,American,10.0,True,False,True,Cheap,4.3,green,Very Good,152,United States of America
17027660,Los Taquitos,Phoenix,-111.981083,33.348763,Breakfast,10.0,True,False,True,Cheap,4.4,green,Very Good,143,United States of America
17025770,Chelsea's Kitchen,Phoenix,-111.995464,33.51134,Southwestern,40.0,True,False,True,Expensive,4.5,darkgreen,Excellent,460,United States of America
17026152,Delux Burger,Phoenix,-112.014611,33.510208,Burger,25.0,True,False,True,Moderate,4.5,darkgreen,Excellent,409,United States of America
17032240,Hillstone,Phoenix,-112.0241743,33.510034,American,40.0,True,False,True,Expensive,4.5,darkgreen,Excellent,352,United States of America
17027423,La Grande Orange Grocery,Phoenix,-111.995564,33.501531,Cafe,25.0,True,False,True,Moderate,4.6,darkgreen,Excellent,353,United States of America
17027424,La Grande Orange Pizzeria,Phoenix,-111.995564,33.501531,Pizza,25.0,True,False,True,Moderate,4.6,darkgreen,Excellent,374,United States of America
17028658,Postino Arcadia,Phoenix,-111.996517,33.502363,Italian,25.0,True,False,True,Moderate,4.8,darkgreen,Excellent,488,United States of America
17030960,The Parlor Pizzeria,Phoenix,-112.040769,33.509371,Italian,25.0,True,False,True,Moderate,4.9,darkgreen,Excellent,286,United States of America
17030372,True Food Kitchen,Phoenix,-112.02791,33.51082,Healthy Food,25.0,True,False,True,Moderate,4.6,darkgreen,Excellent,408,United States of America
17032150,Beckett's Table,Phoenix,-112.001716,33.495003,New American,40.0,True,False,True,Expensive,4.1,green,Very Good,158,United States of America
17027592,Lon's - The Hermosa Inn,Phoenix,-112.004635,33.518368,American,70.0,True,False,True,Gourmet,4.2,green,Very Good,122,United States of America
17030143,Over Easy,Phoenix,-111.980288,33.494693,Cafe,10.0,True,False,True,Cheap,4.1,green,Very Good,161,United States of America
17029626,Tarbell's,Phoenix,-112.012411,33.509763,American,40.0,True,False,True,Expensive,4.1,green,Very Good,126,United States of America
17029878,The Vig,Phoenix,-111.995324,33.493931,American,25.0,True,False,True,Moderate,4.2,green,Very Good,178,United States of America
17031785,Zinburger,Phoenix,-112.02791,33.51082,American,25.0,True,False,True,Moderate,4.2,green,Very Good,159,United States of America
17025865,Chino Bandido,Phoenix,-112.099864,33.625845,Caribbean,25.0,True,False,True,Moderate,4.6,darkgreen,Excellent,388,United States of America
17031335,Mellow Mushroom,Phoenix,-112.11225,33.71449,Pizza,25.0,True,False,True,Moderate,4.0,green,Very Good,116,United States of America
17025688,Carolina's Mexican Food,Phoenix,-112.056197,33.431537,Mexican,10.0,True,False,True,Cheap,4.5,darkgreen,Excellent,244,United States of America
17025909,Cibo,Phoenix,-112.080035,33.454891,Italian,25.0,True,False,True,Moderate,4.7,darkgreen,Excellent,457,United States of America
17033404,Angels Trumpet Ale House,Phoenix,-112.0714138,33.4570868,Bar Food,10.0,True,False,True,Cheap,4.0,green,Very Good,54,United States of America
17025683,Carly's Bistro,Phoenix,-112.07206,33.458837,Mediterranean,25.0,True,False,True,Moderate,4.2,green,Very Good,88,United States of America
17030391,Hanny's,Phoenix,-112.072702,33.448756,Pizza,25.0,True,False,True,Moderate,4.1,green,Very Good,122,United States of America
17027584,Lo-Lo's Chicken & Waffles,Phoenix,-112.074053,33.435237,Southern,25.0,True,False,True,Moderate,4.4,green,Very Good,268,United States of America
17030770,Moira Sushi,Phoenix,-112.070961,33.456433,Asian,25.0,True,False,True,Moderate,4.0,green,Very Good,74,United States of America
17028613,Pizzeria Bianco,Phoenix,-112.065639,33.449241,Pizza,25.0,True,False,True,Moderate,4.4,green,Very Good,600,United States of America
17032327,The Arrogant Butcher,Phoenix,-112.07377,33.44724,American,40.0,True,False,True,Expensive,4.0,green,Very Good,181,United States of America
17030173,The Breadfruit,Phoenix,-112.072316,33.455671,Caribbean,25.0,True,False,True,Moderate,4.1,green,Very Good,151,United States of America
17030771,Postino Central,Phoenix,-112.073898,33.512251,American,25.0,True,False,True,Moderate,4.7,darkgreen,Excellent,256,United States of America
17025256,Barrio Cafe,Phoenix,-112.047817,33.478778,Mexican,40.0,True,False,True,Expensive,4.3,green,Very Good,380,United States of America
17025780,Cherryblossom Noodle Cafe,Phoenix,-112.061628,33.509437,Japanese,10.0,True,False,True,Cheap,4.2,green,Very Good,148,United States of America
17025821,China Chili,Phoenix,-112.069146,33.485801,Chinese,10.0,True,False,True,Cheap,4.3,green,Very Good,133,United States of America
17026182,Dick's Hideaway,Phoenix,-112.047652,33.524247,Southwestern,25.0,True,False,True,Moderate,4.1,green,Very Good,106,United States of America
17026289,Durant's,Phoenix,-112.073634,33.476819,American,85.0,True,False,True,Gourmet,4.2,green,Very Good,285,United States of America
17031363,Hula's Modern Tiki,Phoenix,-112.073957,33.505798,Hawaiian,25.0,True,False,True,Moderate,4.2,green,Very Good,166,United States of America
17031685,La Santisima Gourmet Taco Shop,Phoenix,-112.047393,33.469201,Mexican,10.0,True,False,True,Cheap,4.3,green,Very Good,110,United States of America
17027700,Lux Central,Phoenix,-112.0738985,33.5001935,Coffee and Tea,25.0,True,False,True,Moderate,4.3,green,Very Good,164,United States of America
17028233,Oregano's Pizza Bistro,Phoenix,-112.05998,33.50951,Italian,25.0,True,False,True,Moderate,4.3,green,Very Good,166,United States of America
17028331,Pane Bianco,Phoenix,-112.0743113,33.5006213,Italian,25.0,True,False,True,Moderate,4.2,green,Very Good,122,United States of America
17028912,Rokerij,Phoenix,-112.047334,33.530017,European,70.0,True,False,True,Gourmet,4.3,green,Very Good,150,United States of America
17029205,Sierra Bonita Grill,Phoenix,-112.064903,33.537881,American,40.0,True,False,True,Expensive,4.3,green,Very Good,134,United States of America
17031254,St. Francis,Phoenix,-112.071623,33.509161,New American,40.0,True,False,True,Expensive,4.1,green,Very Good,273,United States of America
17030196,Switch Restaurant & Wine Bar,Phoenix,-112.073629,33.476802,European,25.0,True,False,True,Moderate,4.1,green,Very Good,132,United States of America
17029996,Wild Thaiger,Phoenix,-112.073634,33.476966,Asian,25.0,True,False,True,Moderate,4.2,green,Very Good,138,United States of America
17032686,Windsor,Phoenix,-112.0734431,33.513688,American,25.0,True,False,True,Moderate,4.3,green,Very Good,167,United States of America
17031601,The Hammered Hog,Phoenix,-112.0140001,33.5973316,BBQ,25.0,True,False,True,Moderate,3.9,lightgreen,Good,87,United States of America
17032211,Tryst Cafe,Phoenix,-111.97741,33.67909,Healthy Food,25.0,True,False,True,Moderate,4.1,green,Very Good,111,United States of America
17029981,White Chocolate Grill,Phoenix,-111.929531,33.655437,American,25.0,True,False,True,Moderate,4.2,green,Very Good,215,United States of America
17026431,Elements,Phoenix,-111.95943,33.52278,New American,70.0,True,False,True,Gourmet,4.0,green,Very Good,140,United States of America
17027644,Los Dos Molinos,Phoenix,-112.073363,33.367364,Southwestern,25.0,True,False,True,Moderate,4.2,green,Very Good,142,United States of America
17027656,Los Reyes de la Torta,Phoenix,-112.065364,33.570743,Mexican,10.0,True,False,True,Cheap,4.8,darkgreen,Excellent,204,United States of America
17028356,Pappadeaux Seafood Kitchen,Phoenix,-112.11568,33.58767,Seafood,40.0,True,False,True,Expensive,4.5,darkgreen,Excellent,257,United States of America
17029872,Via De Los Santos Mexican Cafe,Phoenix,-112.074064,33.568964,Mexican,10.0,True,False,True,Cheap,4.9,darkgreen,Excellent,116,United States of America
17025437,Bobby Q,Phoenix,-112.11631,33.56165,BBQ,40.0,True,False,True,Expensive,4.3,green,Very Good,197,United States of America
17030733,Scramble,Phoenix,-112.06524,33.57532,Breakfast,10.0,True,False,True,Cheap,4.3,green,Very Good,120,United States of America
17048052,Petite Provence,Portland,-122.6461897,45.5589521,French,35.0,True,False,True,Expensive,4.8,darkgreen,Excellent,328,United States of America
17050541,Salt & Straw,Portland,-122.644053,45.559294,Desserts,25.0,True,False,True,Moderate,4.5,darkgreen,Excellent,343,United States of America
17047556,Tin Shed Garden Cafe,Portland,-122.6508762,45.5589682,American,25.0,True,False,True,Moderate,4.6,darkgreen,Excellent,668,United States of America
17049795,Pine State Biscuits,Portland,-122.6426891,45.5589173,American,25.0,True,False,True,Moderate,4.4,green,Very Good,459,United States of America
17048000,Podnah's Pit BBQ,Portland,-122.6482564,45.5628654,BBQ,75.0,True,False,True,Gourmet,4.4,green,Very Good,464,United States of America
17045299,Gravy,Portland,-122.6757517,45.5517188,American,35.0,True,False,True,Expensive,4.5,darkgreen,Excellent,322,United States of America
17047879,¿Por Qué No?,Portland,-122.6751673,45.548262,Taco,25.0,True,False,True,Moderate,4.6,darkgreen,Excellent,479,United States of America
17047591,Toro Bravo,Portland,-122.6636441,45.5407029,Latin American,75.0,True,False,True,Gourmet,4.7,darkgreen,Excellent,602,United States of America
17046903,Russell Street Bar.B.Que,Portland,-122.662343,45.541037,BBQ,75.0,True,False,True,Gourmet,4.3,green,Very Good,348,United States of America
17045818,Montage,Portland,-122.66276,45.51735,Cajun,45.0,True,False,True,Expensive,4.5,darkgreen,Excellent,662,United States of America
17046295,Nicholas,Portland,-122.6604103,45.520472,Greek,25.0,True,False,True,Moderate,4.6,darkgreen,Excellent,518,United States of America
17046330,Nostrana,Portland,-122.6511014,45.5177729,European,170.0,True,False,True,Gourmet,4.2,green,Very Good,290,United States of America
17044187,Bijou Cafe,Portland,-122.6734835,45.5216938,American,25.0,True,False,True,Moderate,4.3,green,Very Good,256,United States of America
17047732,Voodoo Doughnut,Portland,-122.6729444,45.5227132,Donuts,20.0,True,False,True,Moderate,4.2,green,Very Good,2053,United States of America
17050058,Little Bird Bistro,Portland,-122.6772118,45.5221773,French,125.0,True,False,True,Gourmet,4.5,darkgreen,Excellent,290,United States of America
17047969,Mother's Bistro & Bar,Portland,-122.6738639,45.5199641,American,75.0,True,False,True,Gourmet,4.7,darkgreen,Excellent,997,United States of America
17049102,Departure Portland,Portland,-122.6778,45.51895,Asian,150.0,True,False,True,Gourmet,3.9,lightgreen,Good,214,United States of America
17048895,Urban Farmer Portland,Portland,-122.6778,45.51895,Steak,250.0,True,False,True,Gourmet,3.8,lightgreen,Good,194,United States of America
17051380,Blue Star Donuts,Portland,-122.6842299,45.5221917,Breakfast,25.0,True,False,True,Moderate,4.2,green,Very Good,239,United States of America
17048846,Bunk Sandwiches,Portland,-122.6771247,45.5223245,Sandwich,25.0,True,False,True,Moderate,4.3,green,Very Good,363,United States of America
17044651,Clyde Common,Portland,-122.6814409,45.5220325,New American,150.0,True,False,True,Gourmet,4.2,green,Very Good,400,United States of America
17045414,Higgins,Portland,-122.682,45.515572,Pacific Northwest,275.0,True,False,True,Gourmet,4.3,green,Very Good,409,United States of America
17045566,Jake's Famous Crawfish,Portland,-122.6834922,45.5225049,Seafood,275.0,True,False,True,Gourmet,4.2,green,Very Good,623,United States of America
17047885,Kenny & Zuke's Delicatessen,Portland,-122.68138,45.52201,Breakfast,75.0,True,False,True,Gourmet,4.2,green,Very Good,526,United States of America
17046691,Portland City Grill,Portland,-122.67585,45.52217,Asian,70.0,True,False,True,Gourmet,4.2,green,Very Good,766,United States of America
17051429,Tasty n Alder,Portland,-122.6837237,45.5212755,Pacific Northwest,150.0,True,False,True,Gourmet,4.2,green,Very Good,209,United States of America
17049142,The Original,Portland,-122.67718,45.52149,American,50.0,True,False,True,Gourmet,4.0,green,Very Good,259,United States of America
17046819,Ringside Steakhouse,Portland,-122.6958054,45.5234974,Steak,175.0,True,False,True,Gourmet,4.1,green,Very Good,318,United States of America
17045570,Jam On Hawthorne,Portland,-122.64332,45.51216,American,25.0,True,False,True,Moderate,4.5,darkgreen,Excellent,305,United States of America
17049098,¿Por Qué No?,Portland,-122.6143397,45.5122316,Taco,25.0,True,False,True,Moderate,4.5,darkgreen,Excellent,394,United States of America
17049016,The Waffle Window,Portland,-122.6265271,45.5119343,Coffee and Tea,25.0,True,False,True,Moderate,4.6,darkgreen,Excellent,288,United States of America
17043963,Apizza Scholls,Portland,-122.613116,45.512267,Pizza,75.0,True,False,True,Gourmet,4.4,green,Very Good,422,United States of America
17046447,Pambiche,Portland,-122.636827,45.5266322,Cuban,25.0,True,False,True,Moderate,4.6,darkgreen,Excellent,662,United States of America
17046997,Screen Door,Portland,-122.641648,45.523105,Southern,75.0,True,False,True,Gourmet,4.9,darkgreen,Excellent,969,United States of America
17048924,Bamboo Sushi,Portland,-122.6370772,45.5205237,Japanese,75.0,True,False,True,Gourmet,4.4,green,Very Good,257,United States of America
17048025,Fire on the Mountain Buffalo Wings - Burnside,Portland,-122.64836,45.5228,BBQ,25.0,True,False,True,Moderate,4.3,green,Very Good,345,United States of America
17045693,Ken's Artisan Pizza,Portland,-122.6370824,45.5205794,Pizza,75.0,True,False,True,Gourmet,4.3,green,Very Good,288,United States of America
17049144,Laurelhurst Market,Portland,-122.63232,45.52295,French,100.0,True,False,True,Gourmet,4.1,green,Very Good,258,United States of America
17045823,Le Pigeon,Portland,-122.6578224,45.5227475,French,100.0,True,False,True,Gourmet,4.2,green,Very Good,314,United States of America
17048854,Voodoo Doughnut,Portland,-122.6504073,45.5244578,Donuts,20.0,True,False,True,Moderate,4.1,green,Very Good,293,United States of America
17048908,The Observatory,Portland,-122.5802508,45.5192769,American,65.0,True,False,True,Gourmet,4.9,darkgreen,Excellent,305,United States of America
17044756,The Country Cat Dinnerhouse and Bar,Portland,-122.58229,45.51924,American,65.0,True,False,True,Gourmet,4.2,green,Very Good,290,United States of America
17047827,Ya Hala Lebanese Cuisine,Portland,-122.5812544,45.5193097,Lebanese,45.0,True,False,True,Expensive,4.3,green,Very Good,273,United States of America
17046465,Papa Haydn,Portland,-122.6987207,45.5278044,American,90.0,True,False,True,Gourmet,4.5,darkgreen,Excellent,629,United States of America
17044134,Besaws,Portland,-122.69065,45.53421,American,75.0,True,False,True,Gourmet,4.3,green,Very Good,352,United States of America
17051022,Salt & Straw,Portland,-122.6984342,45.528958,Desserts,25.0,True,False,True,Moderate,4.4,green,Very Good,279,United States of America
17047211,Stepping Stone Cafe,Portland,-122.7004552,45.5332432,American,25.0,True,False,True,Moderate,4.1,green,Very Good,296,United States of America
17043944,Andina Restaurant,Portland,-122.68458,45.52646,Latin American,120.0,True,False,True,Gourmet,4.9,darkgreen,Excellent,1038,United States of America
17046584,Piazza Italia,Portland,-122.6829301,45.5287804,Italian,75.0,True,False,True,Gourmet,4.7,darkgreen,Excellent,377,United States of America
17044256,Bluehour,Portland,-122.68411,45.52446,French,120.0,True,False,True,Gourmet,3.9,lightgreen,Good,281,United States of America
17044316,Bridgeport Brewpub,Portland,-122.6852592,45.5309456,American,40.0,True,False,True,Expensive,4.2,green,Very Good,276,United States of America
17044388,Byways Cafe,Portland,-122.68362,45.5263192,American,25.0,True,False,True,Moderate,4.2,green,Very Good,242,United States of America
17048053,Deschutes Brewery Portland Public House,Portland,-122.68208,45.52454,American,55.0,True,False,True,Gourmet,4.4,green,Very Good,639,United States of America
17045409,Henry's 12th Street Tavern,Portland,-122.68305,45.52291,American,65.0,True,False,True,Gourmet,4.3,green,Very Good,526,United States of America
17049850,Little Big Burger,Portland,-122.680981,45.523898,American,20.0,True,False,True,Moderate,4.4,green,Very Good,326,United States of America
17046349,Oba,Portland,-122.6834665,45.5270615,Mexican,75.0,True,False,True,Gourmet,4.2,green,Very Good,480,United States of America
17046910,Saburo's Sushi House,Portland,-122.6484625,45.4738974,Sushi,25.0,True,False,True,Moderate,4.2,green,Very Good,261,United States of America
17046336,Nuestra Cocina,Portland,-122.6438432,45.5050524,Latin American,25.0,True,False,True,Moderate,4.6,darkgreen,Excellent,283,United States of America
17047917,Hopworks Urban Brewery,Portland,-122.63513,45.49712,Burger,10.0,True,False,True,Cheap,4.4,green,Very Good,356,United States of America
17046931,Salvador Mollys,Portland,-122.69359,45.47898,Caribbean,25.0,True,False,True,Moderate,4.2,green,Very Good,291,United States of America
17152882,Cappy's Restaurant,San Antonio,-98.46299,29.47227,Seafood,50.0,True,False,True,Gourmet,4.5,darkgreen,Excellent,333,United States of America
17156258,Cerroni's Purple Garlic,San Antonio,-98.452763,29.48506,Italian,10.0,True,False,True,Cheap,4.9,darkgreen,Excellent,437,United States of America
17153325,Florio's Pizza,San Antonio,-98.466694,29.499645,Pizza,10.0,True,False,True,Cheap,4.7,darkgreen,Excellent,419,United States of America
17154168,Paloma Blanca Mexican Cuisine,San Antonio,-98.46389,29.479975,Mexican,25.0,True,False,True,Moderate,4.6,darkgreen,Excellent,635,United States of America
17156718,MAX’s Wine Dive San Antonio – East Basse Rd.,San Antonio,-98.47927,29.49566,New American,40.0,True,False,True,Expensive,3.8,lightgreen,Good,203,United States of America
17152678,Beto's Alt-Mex,San Antonio,-98.466081,29.510925,Mexican,25.0,True,False,True,Moderate,4.2,green,Very Good,267,United States of America
17153548,J. Alexander's,San Antonio,-98.47972,29.49356,Steak,40.0,True,False,True,Expensive,4.2,green,Very Good,315,United States of America
17155012,Lee's El Taco Garage,San Antonio,-98.465434,29.515259,Mexican,10.0,True,False,True,Cheap,4.2,green,Very Good,283,United States of America
17154162,Paesanos Lincoln Heights,San Antonio,-98.4772,29.49783,Italian,40.0,True,False,True,Expensive,4.1,green,Very Good,353,United States of America
17154501,Silo Elevated Cuisine,San Antonio,-98.448026,29.487055,Seafood,70.0,True,False,True,Gourmet,4.3,green,Very Good,434,United States of America
17152636,The Barn Door,San Antonio,-98.458954,29.511801,Seafood,40.0,True,False,True,Expensive,4.0,green,Very Good,169,United States of America
17154864,Tong's Thai,San Antonio,-98.447815,29.486934,Thai,25.0,True,False,True,Moderate,4.3,green,Very Good,417,United States of America
17157582,Two Step Restaurant and Cantina,San Antonio,-98.681999,29.533848,BBQ,25.0,True,False,True,Moderate,4.4,green,Very Good,253,United States of America
17154171,Pam's Patio Kitchen,San Antonio,-98.54176,29.55084,Sandwich,25.0,True,False,True,Moderate,4.5,darkgreen,Excellent,312,United States of America
17153397,Godai Sushi Bar and Restaurant,San Antonio,-98.513837,29.541732,Japanese,65.0,True,False,True,Gourmet,4.3,green,Very Good,352,United States of America
17156955,Guillermo's,San Antonio,-98.4882329,29.4299129,Italian,25.0,True,False,True,Moderate,4.9,darkgreen,Excellent,308,United States of America
